0.5 1.9689
0.50025 1.969
0.5005 1.96909
0.50075 1.96918
0.501 1.96927
0.50125 1.96936
0.5015 1.96946
0.50175 1.96955
0.502 1.96964
0.50225 1.96973
0.5025 1.96983
0.50275 1.96992
0.503 1.97001
0.50325 1.9701
0.5035 1.97019
0.50375 1.97029
0.504 1.97038
0.50425 1.97047
0.5045 1.97056
0.50475 1.97066
0.505 1.97075
0.50525 1.97084
0.5055 1.97093
0.50575 1.97103
0.506 1.97112
0.50625 1.97121
0.5065 1.9713
0.50675 1.9714
0.507 1.97149
0.50725 1.97158
0.5075 1.97167
0.50775 1.97177
0.508 1.97186
0.50825 1.97195
0.5085 1.97204
0.50875 1.97214
0.509 1.97223
0.50925 1.97232
0.5095 1.97242
0.50975 1.97251
0.51 1.9726
0.51025 1.97269
0.5105 1.97279
0.51075 1.97288
0.511 1.97297
0.51125 1.97307
0.5115 1.97316
0.51175 1.97325
0.512 1.97335
0.51225 1.97344
0.5125 1.97353
0.51275 1.97363
0.513 1.97372
0.51325 1.97381
0.5135 1.9739
0.51375 1.974
0.514 1.97409
0.51425 1.97418
0.5145 1.97428
0.51475 1.97437
0.515 1.97446
0.51525 1.97456
0.5155 1.97465
0.51575 1.97474
0.516 1.97484
0.51625 1.97493
0.5165 1.97503
0.51675 1.97512
0.517 1.97521
0.51725 1.97531
0.5175 1.9754
0.51775 1.97549
0.518 1.97559
0.51825 1.97568
0.5185 1.97577
0.51875 1.97587
0.519 1.97596
0.51925 1.97606
0.5195 1.97615
0.51975 1.97624
0.52 1.97634
0.52025 1.97643
0.5205 1.97652
0.52075 1.97662
0.521 1.97671
0.52125 1.97681
0.5215 1.9769
0.52175 1.97699
0.522 1.97709
0.52225 1.97718
0.5225 1.97728
0.52275 1.97737
0.523 1.97746
0.52325 1.97756
0.5235 1.97765
0.52375 1.97775
0.524 1.97784
0.52425 1.97794
0.5245 1.97803
0.52475 1.97812
0.525 1.97822
0.52525 1.97831
0.5255 1.97841
0.52575 1.9785
0.526 1.9786
0.52625 1.97869
0.5265 1.97878
0.52675 1.97888
0.527 1.97897
0.52725 1.97907
0.5275 1.97916
0.52775 1.97926
0.528 1.97935
0.52825 1.97945
0.5285 1.97954
0.52875 1.97964
0.529 1.97973
0.52925 1.97983
0.5295 1.97992
0.52975 1.98001
0.53 1.98011
0.53025 1.9802
0.5305 1.9803
0.53075 1.98039
0.531 1.98049
0.53125 1.98058
0.5315 1.98068
0.53175 1.98077
0.532 1.98087
0.53225 1.98096
0.5325 1.98106
0.53275 1.98115
0.533 1.98125
0.53325 1.98134
0.5335 1.98144
0.53375 1.98153
0.534 1.98163
0.53425 1.98172
0.5345 1.98182
0.53475 1.98191
0.535 1.98201
0.53525 1.9821
0.5355 1.9822
0.53575 1.98229
0.536 1.98239
0.53625 1.98249
0.5365 1.98258
0.53675 1.98268
0.537 1.98277
0.53725 1.98287
0.5375 1.98296
0.53775 1.98306
0.538 1.98315
0.53825 1.98325
0.5385 1.98334
0.53875 1.98344
0.539 1.98354
0.53925 1.98363
0.5395 1.98373
0.53975 1.98382
0.54 1.98392
0.54025 1.98401
0.5405 1.98411
0.54075 1.98421
0.541 1.9843
0.54125 1.9844
0.5415 1.98449
0.54175 1.98459
0.542 1.98468
0.54225 1.98478
0.5425 1.98488
0.54275 1.98497
0.543 1.98507
0.54325 1.98516
0.5435 1.98526
0.54375 1.98536
0.544 1.98545
0.54425 1.98555
0.5445 1.98564
0.54475 1.98574
0.545 1.98584
0.54525 1.98593
0.5455 1.98603
0.54575 1.98612
0.546 1.98622
0.54625 1.98632
0.5465 1.98641
0.54675 1.98651
0.547 1.98661
0.54725 1.9867
0.5475 1.9868
0.54775 1.98689
0.548 1.98699
0.54825 1.98709
0.5485 1.98718
0.54875 1.98728
0.549 1.98738
0.54925 1.98747
0.5495 1.98757
0.54975 1.98767
0.55 1.98776
0.55025 1.98786
0.5505 1.98796
0.55075 1.98805
0.551 1.98815
0.55125 1.98825
0.5515 1.98834
0.55175 1.98844
0.552 1.98854
0.55225 1.98863
0.5525 1.98873
0.55275 1.98883
0.553 1.98892
0.55325 1.98902
0.5535 1.98912
0.55375 1.98921
0.554 1.98931
0.55425 1.98941
0.5545 1.9895
0.55475 1.9896
0.555 1.9897
0.55525 1.9898
0.5555 1.98989
0.55575 1.98999
0.556 1.99009
0.55625 1.99018
0.5565 1.99028
0.55675 1.99038
0.557 1.99048
0.55725 1.99057
0.5575 1.99067
0.55775 1.99077
0.558 1.99086
0.55825 1.99096
0.5585 1.99106
0.55875 1.99116
0.559 1.99125
0.55925 1.99135
0.5595 1.99145
0.55975 1.99155
0.56 1.99164
0.56025 1.99174
0.5605 1.99184
0.56075 1.99194
0.561 1.99203
0.56125 1.99213
0.5615 1.99223
0.56175 1.99233
0.562 1.99242
0.56225 1.99252
0.5625 1.99262
0.56275 1.99272
0.563 1.99281
0.56325 1.99291
0.5635 1.99301
0.56375 1.99311
0.564 1.9932
0.56425 1.9933
0.5645 1.9934
0.56475 1.9935
0.565 1.9936
0.56525 1.99369
0.5655 1.99379
0.56575 1.99389
0.566 1.99399
0.56625 1.99409
0.5665 1.99418
0.56675 1.99428
0.567 1.99438
0.56725 1.99448
0.5675 1.99458
0.56775 1.99467
0.568 1.99477
0.56825 1.99487
0.5685 1.99497
0.56875 1.99507
0.569 1.99516
0.56925 1.99526
0.5695 1.99536
0.56975 1.99546
0.57 1.99556
0.57025 1.99566
0.5705 1.99575
0.57075 1.99585
0.571 1.99595
0.57125 1.99605
0.5715 1.99615
0.57175 1.99625
0.572 1.99634
0.57225 1.99644
0.5725 1.99654
0.57275 1.99664
0.573 1.99674
0.57325 1.99684
0.5735 1.99694
0.57375 1.99703
0.574 1.99713
0.57425 1.99723
0.5745 1.99733
0.57475 1.99743
0.575 1.99753
0.57525 1.99763
0.5755 1.99773
0.57575 1.99782
0.576 1.99792
0.57625 1.99802
0.5765 1.99812
0.57675 1.99822
0.577 1.99832
0.57725 1.99842
0.5775 1.99852
0.57775 1.99862
0.578 1.99871
0.57825 1.99881
0.5785 1.99891
0.57875 1.99901
0.579 1.99911
0.57925 1.99921
0.5795 1.99931
0.57975 1.99941
0.58 1.99951
0.58025 1.99961
0.5805 1.9997
0.58075 1.9998
0.581 1.9999
0.58125 2
0.5815 2.0001
0.58175 2.0002
0.582 2.0003
0.58225 2.0004
0.5825 2.0005
0.58275 2.0006
0.583 2.0007
0.58325 2.0008
0.5835 2.0009
0.58375 2.001
0.584 2.0011
0.58425 2.00119
0.5845 2.00129
0.58475 2.00139
0.585 2.00149
0.58525 2.00159
0.5855 2.00169
0.58575 2.00179
0.586 2.00189
0.58625 2.00199
0.5865 2.00209
0.58675 2.00219
0.587 2.00229
0.58725 2.00239
0.5875 2.00249
0.58775 2.00259
0.588 2.00269
0.58825 2.00279
0.5885 2.00289
0.58875 2.00299
0.589 2.00309
0.58925 2.00319
0.5895 2.00329
0.58975 2.00339
0.59 2.00349
0.59025 2.00359
0.5905 2.00369
0.59075 2.00379
0.591 2.00389
0.59125 2.00399
0.5915 2.00409
0.59175 2.00419
0.592 2.00429
0.59225 2.00439
0.5925 2.00449
0.59275 2.00459
0.593 2.00469
0.59325 2.00479
0.5935 2.00489
0.59375 2.00499
0.594 2.00509
0.59425 2.00519
0.5945 2.00529
0.59475 2.00539
0.595 2.00549
0.59525 2.00559
0.5955 2.00569
0.59575 2.00579
0.596 2.00589
0.59625 2.00599
0.5965 2.00609
0.59675 2.00619
0.597 2.0063
0.59725 2.0064
0.5975 2.0065
0.59775 2.0066
0.598 2.0067
0.59825 2.0068
0.5985 2.0069
0.59875 2.007
0.599 2.0071
0.59925 2.0072
0.5995 2.0073
0.59975 2.0074
0.6 2.0075
0.60025 2.0076
0.6005 2.0077
0.60075 2.00781
0.601 2.00791
0.60125 2.00801
0.6015 2.00811
0.60175 2.00821
0.602 2.00831
0.60225 2.00841
0.6025 2.00851
0.60275 2.00861
0.603 2.00871
0.60325 2.00882
0.6035 2.00892
0.60375 2.00902
0.604 2.00912
0.60425 2.00922
0.6045 2.00932
0.60475 2.00942
0.605 2.00952
0.60525 2.00962
0.6055 2.00973
0.60575 2.00983
0.606 2.00993
0.60625 2.01003
0.6065 2.01013
0.60675 2.01023
0.607 2.01033
0.60725 2.01043
0.6075 2.01054
0.60775 2.01064
0.608 2.01074
0.60825 2.01084
0.6085 2.01094
0.60875 2.01104
0.609 2.01114
0.60925 2.01125
0.6095 2.01135
0.60975 2.01145
0.61 2.01155
0.61025 2.01165
0.6105 2.01175
0.61075 2.01186
0.611 2.01196
0.61125 2.01206
0.6115 2.01216
0.61175 2.01226
0.612 2.01236
0.61225 2.01247
0.6125 2.01257
0.61275 2.01267
0.613 2.01277
0.61325 2.01287
0.6135 2.01297
0.61375 2.01308
0.614 2.01318
0.61425 2.01328
0.6145 2.01338
0.61475 2.01348
0.615 2.01359
0.61525 2.01369
0.6155 2.01379
0.61575 2.01389
0.616 2.01399
0.61625 2.0141
0.6165 2.0142
0.61675 2.0143
0.617 2.0144
0.61725 2.0145
0.6175 2.01461
0.61775 2.01471
0.618 2.01481
0.61825 2.01491
0.6185 2.01502
0.61875 2.01512
0.619 2.01522
0.61925 2.01532
0.6195 2.01542
0.61975 2.01553
0.62 2.01563
0.62025 2.01573
0.6205 2.01583
0.62075 2.01594
0.621 2.01604
0.62125 2.01614
0.6215 2.01624
0.62175 2.01635
0.622 2.01645
0.62225 2.01655
0.6225 2.01665
0.62275 2.01676
0.623 2.01686
0.62325 2.01696
0.6235 2.01706
0.62375 2.01717
0.624 2.01727
0.62425 2.01737
0.6245 2.01747
0.62475 2.01758
0.625 2.01768
0.62525 2.01778
0.6255 2.01789
0.62575 2.01799
0.626 2.01809
0.62625 2.01819
0.6265 2.0183
0.62675 2.0184
0.627 2.0185
0.62725 2.01861
0.6275 2.01871
0.62775 2.01881
0.628 2.01891
0.62825 2.01902
0.6285 2.01912
0.62875 2.01922
0.629 2.01933
0.62925 2.01943
0.6295 2.01953
0.62975 2.01964
0.63 2.01974
0.63025 2.01984
0.6305 2.01994
0.63075 2.02005
0.631 2.02015
0.63125 2.02025
0.6315 2.02036
0.63175 2.02046
0.632 2.02056
0.63225 2.02067
0.6325 2.02077
0.63275 2.02087
0.633 2.02098
0.63325 2.02108
0.6335 2.02118
0.63375 2.02129
0.634 2.02139
0.63425 2.02149
0.6345 2.0216
0.63475 2.0217
0.635 2.0218
0.63525 2.02191
0.6355 2.02201
0.63575 2.02212
0.636 2.02222
0.63625 2.02232
0.6365 2.02243
0.63675 2.02253
0.637 2.02263
0.63725 2.02274
0.6375 2.02284
0.63775 2.02294
0.638 2.02305
0.63825 2.02315
0.6385 2.02326
0.63875 2.02336
0.639 2.02346
0.63925 2.02357
0.6395 2.02367
0.63975 2.02377
0.64 2.02388
0.64025 2.02398
0.6405 2.02409
0.64075 2.02419
0.641 2.02429
0.64125 2.0244
0.6415 2.0245
0.64175 2.02461
0.642 2.02471
0.64225 2.02481
0.6425 2.02492
0.64275 2.02502
0.643 2.02513
0.64325 2.02523
0.6435 2.02533
0.64375 2.02544
0.644 2.02554
0.64425 2.02565
0.6445 2.02575
0.64475 2.02586
0.645 2.02596
0.64525 2.02606
0.6455 2.02617
0.64575 2.02627
0.646 2.02638
0.64625 2.02648
0.6465 2.02659
0.64675 2.02669
0.647 2.02679
0.64725 2.0269
0.6475 2.027
0.64775 2.02711
0.648 2.02721
0.64825 2.02732
0.6485 2.02742
0.64875 2.02753
0.649 2.02763
0.64925 2.02773
0.6495 2.02784
0.64975 2.02794
0.65 2.02805
0.65025 2.02815
0.6505 2.02826
0.65075 2.02836
0.651 2.02847
0.65125 2.02857
0.6515 2.02868
0.65175 2.02878
0.652 2.02889
0.65225 2.02899
0.6525 2.02909
0.65275 2.0292
0.653 2.0293
0.65325 2.02941
0.6535 2.02951
0.65375 2.02962
0.654 2.02972
0.65425 2.02983
0.6545 2.02993
0.65475 2.03004
0.655 2.03014
0.65525 2.03025
0.6555 2.03035
0.65575 2.03046
0.656 2.03056
0.65625 2.03067
0.6565 2.03077
0.65675 2.03088
0.657 2.03098
0.65725 2.03109
0.6575 2.03119
0.65775 2.0313
0.658 2.0314
0.65825 2.03151
0.6585 2.03162
0.65875 2.03172
0.659 2.03183
0.65925 2.03193
0.6595 2.03204
0.65975 2.03214
0.66 2.03225
0.66025 2.03235
0.6605 2.03246
0.66075 2.03256
0.661 2.03267
0.66125 2.03277
0.6615 2.03288
0.66175 2.03298
0.662 2.03309
0.66225 2.0332
0.6625 2.0333
0.66275 2.03341
0.663 2.03351
0.66325 2.03362
0.6635 2.03372
0.66375 2.03383
0.664 2.03393
0.66425 2.03404
0.6645 2.03415
0.66475 2.03425
0.665 2.03436
0.66525 2.03446
0.6655 2.03457
0.66575 2.03467
0.666 2.03478
0.66625 2.03489
0.6665 2.03499
0.66675 2.0351
0.667 2.0352
0.66725 2.03531
0.6675 2.03542
0.66775 2.03552
0.668 2.03563
0.66825 2.03573
0.6685 2.03584
0.66875 2.03594
0.669 2.03605
0.66925 2.03616
0.6695 2.03626
0.66975 2.03637
0.67 2.03647
0.67025 2.03658
0.6705 2.03669
0.67075 2.03679
0.671 2.0369
0.67125 2.03701
0.6715 2.03711
0.67175 2.03722
0.672 2.03732
0.67225 2.03743
0.6725 2.03754
0.67275 2.03764
0.673 2.03775
0.67325 2.03785
0.6735 2.03796
0.67375 2.03807
0.674 2.03817
0.67425 2.03828
0.6745 2.03839
0.67475 2.03849
0.675 2.0386
0.67525 2.03871
0.6755 2.03881
0.67575 2.03892
0.676 2.03902
0.67625 2.03913
0.6765 2.03924
0.67675 2.03934
0.677 2.03945
0.67725 2.03956
0.6775 2.03966
0.67775 2.03977
0.678 2.03988
0.67825 2.03998
0.6785 2.04009
0.67875 2.0402
0.679 2.0403
0.67925 2.04041
0.6795 2.04052
0.67975 2.04062
0.68 2.04073
0.68025 2.04084
0.6805 2.04094
0.68075 2.04105
0.681 2.04116
0.68125 2.04126
0.6815 2.04137
0.68175 2.04148
0.682 2.04158
0.68225 2.04169
0.6825 2.0418
0.68275 2.04191
0.683 2.04201
0.68325 2.04212
0.6835 2.04223
0.68375 2.04233
0.684 2.04244
0.68425 2.04255
0.6845 2.04265
0.68475 2.04276
0.685 2.04287
0.68525 2.04298
0.6855 2.04308
0.68575 2.04319
0.686 2.0433
0.68625 2.0434
0.6865 2.04351
0.68675 2.04362
0.687 2.04373
0.68725 2.04383
0.6875 2.04394
0.68775 2.04405
0.688 2.04416
0.68825 2.04426
0.6885 2.04437
0.68875 2.04448
